ТИК;УИК;Число избирателей, внесенных в список;Число бюллетеней, полученных УИК;Число бюллетеней, выданных в помещении для голосования;Число бюллетеней, выданных вне помещения для голосования;Число погашенных бюллетеней;Число бюллетеней, содержащихся в переносных ящиках;Число бюллетеней, содержащихся в стационарных ящиках;Число недействительных бюллетеней;Число действительных бюллетеней;Число открепительных удостоверений, полученных УИК;Число открепительных удостоверений, выданных УИК до дня голосования;Число избирателей, проголосовавших по открепительным удостоверениям;Число неиспользованных открепительных удостоверений;Число открепительных удостоверений, выданных ТИК избирателям;Число утраченных открепительных удостоверений;Число утраченных бюллетеней;Число бюллетеней, не учтенных при получении;ТИК;УИК
район Косино-Ухтомский ;1070;1898;1700;515;18;1167;18;514;4;528;0;0;2;0;0;0;0;0;район Косино-Ухтомский ;1070
район Косино-Ухтомский ;1071;2431;2100;667;26;1407;26;666;11;681;0;0;3;0;2;0;0;0;район Косино-Ухтомский ;1071
район Косино-Ухтомский ;1072;1547;1400;446;8;946;8;446;2;452;0;0;0;0;1;0;0;0;район Косино-Ухтомский ;1072
район Косино-Ухтомский ;1073;1373;1200;470;8;722;8;470;3;475;0;0;0;0;1;0;0;0;район Косино-Ухтомский ;1073
район Косино-Ухтомский ;1074;2216;2000;563;28;1409;28;563;9;582;0;0;0;0;1;0;0;0;район Косино-Ухтомский ;1074
район Косино-Ухтомский ;1075;1879;1700;707;13;980;13;707;18;702;0;0;1;0;2;0;0;0;район Косино-Ухтомский ;1075
район Косино-Ухтомский ;1076;1613;1400;504;10;886;10;504;6;508;0;0;1;0;0;0;0;0;район Косино-Ухтомский ;1076
район Косино-Ухтомский ;1077;1829;1600;603;10;987;10;603;4;609;0;0;0;0;0;0;0;0;район Косино-Ухтомский ;1077
район Косино-Ухтомский ;1078;2143;1900;706;10;1184;10;706;13;703;0;0;0;0;2;0;0;0;район Косино-Ухтомский ;1078
район Косино-Ухтомский ;1079;1946;1700;648;8;1044;8;648;10;646;0;0;0;0;2;0;0;0;район Косино-Ухтомский ;1079
район Метрогородок ;1080;1910;1350;544;38;768;38;544;6;576;0;0;1;0;1;0;0;0;район Метрогородок ;1080
район Метрогородок ;1081;1873;1350;524;39;787;39;524;12;551;0;0;2;0;3;0;0;0;район Метрогородок ;1081
район Метрогородок ;1082;1783;1250;443;44;763;44;443;9;478;0;0;1;0;1;0;0;0;район Метрогородок ;1082
район Метрогородок ;1083;1605;1150;510;29;611;29;510;9;530;0;0;3;0;0;0;0;0;район Метрогородок ;1083
район Метрогородок ;1084;1622;1150;489;33;628;33;489;5;517;0;0;2;0;0;0;0;0;район Метрогородок ;1084
район Метрогородок ;1085;1414;1100;401;37;662;37;401;8;430;0;0;3;0;0;0;0;0;район Метрогородок ;1085
район Метрогородок ;1086;1966;1400;529;59;812;59;529;13;575;0;0;1;0;4;0;0;0;район Метрогородок ;1086
район Метрогородок ;1087;1813;1300;512;25;763;25;512;9;528;0;0;1;0;5;0;0;0;район Метрогородок ;1087
район Метрогородок ;1088;1915;1350;579;26;745;26;575;4;597;0;0;0;0;1;0;0;0;район Метрогородок ;1088
район Метрогородок ;1089;1830;1300;515;22;763;22;515;10;527;0;0;0;0;0;0;0;0;район Метрогородок ;1089
район Метрогородок ;1090;1864;1350;612;25;713;25;610;10;625;0;0;0;0;3;0;0;0;район Метрогородок ;1090
район Метрогородок ;1091;1945;1400;532;24;844;24;531;7;548;0;0;0;0;1;0;0;0;район Метрогородок ;1091
район Метрогородок ;1092;27;33;20;0;13;0;20;0;20;0;0;0;0;1;0;0;0;район Метрогородок ;1092
район Метрогородок ;1093;0;5;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;район Метрогородок ;1093
район Метрогородок ;3674;91;91;71;0;20;0;71;1;70;0;0;0;0;0;0;0;0;район Метрогородок ;3674
район Метрогородок ;3675;17;17;13;4;0;4;13;0;17;0;0;0;0;0;0;0;0;район Метрогородок ;3675
район Метрогородок ;3676;39;39;27;12;0;12;27;0;39;0;0;0;0;0;0;0;0;район Метрогородок ;3676
район Метрогородок ;3677;21;21;20;0;1;0;20;0;20;0;0;0;0;0;0;0;0;район Метрогородок ;3677
район Метрогородок ;3678;89;89;89;0;0;0;89;0;89;0;0;0;0;0;0;0;0;район Метрогородок ;3678
район Новокосино ;1121;2126;1700;633;18;1049;18;630;7;641;1;1;2;0;3;0;0;0;район Новокосино ;1121
район Новокосино ;1122;1998;1600;665;32;903;32;664;12;684;1;1;2;0;1;0;0;0;район Новокосино ;1122
район Новокосино ;1123;2026;1700;731;11;958;11;731;8;734;1;1;0;0;0;0;0;0;район Новокосино ;1123
район Новокосино ;1124;2191;1800;681;17;1102;17;681;8;690;1;1;1;0;3;0;0;0;район Новокосино ;1124
район Новокосино ;1125;2433;2000;783;21;1196;21;783;7;797;1;1;1;0;4;0;0;0;район Новокосино ;1125
район Новокосино ;1126;2482;2000;794;21;1185;21;794;10;805;1;1;0;0;1;0;0;0;район Новокосино ;1126
район Новокосино ;1127;269;200;78;5;117;5;78;1;82;1;1;1;0;0;0;0;0;район Новокосино ;1127
район Новокосино ;1128;2249;1800;649;33;1118;33;649;7;675;1;1;0;0;2;0;0;0;район Новокосино ;1128
район Новокосино ;1129;2377;2000;713;34;1253;34;711;10;735;1;1;2;0;1;0;0;0;район Новокосино ;1129
район Новокосино ;1130;2520;2000;816;18;1166;18;816;13;821;1;1;2;0;0;0;0;0;район Новокосино ;1130
район Новокосино ;1131;2445;2000;817;26;1157;26;817;11;832;1;0;6;1;1;0;0;0;район Новокосино ;1131
район Новокосино ;1132;2388;2000;785;23;1192;23;785;13;795;1;0;3;1;1;0;0;0;район Новокосино ;1132
район Новокосино ;1133;2148;1800;692;26;1082;26;692;18;700;1;1;1;0;0;0;0;0;район Новокосино ;1133
район Новокосино ;1134;2139;1700;682;18;1000;18;678;12;684;1;0;2;1;1;0;0;0;район Новокосино ;1134
район Новокосино ;1135;2189;1800;577;19;1204;19;576;18;577;1;0;0;1;2;0;0;0;район Новокосино ;1135
район Новокосино ;1136;2173;1800;602;13;1185;13;602;14;601;1;1;0;0;1;0;0;0;район Новокосино ;1136
район Новокосино ;1137;2508;2000;661;21;1318;21;661;10;672;1;1;1;0;2;0;0;0;район Новокосино ;1137
район Новокосино ;1138;2466;2000;756;30;1214;30;754;16;768;1;1;0;0;2;0;0;0;район Новокосино ;1138
район Новокосино ;1139;2506;2000;754;29;1217;29;754;10;773;1;1;1;0;0;0;0;0;район Новокосино ;1139
район Новокосино ;1140;2536;2000;747;25;1228;25;747;15;757;1;0;2;1;0;0;0;0;район Новокосино ;1140
район Новокосино ;1141;2440;2000;657;25;1318;25;657;12;670;1;0;0;1;1;0;0;0;район Новокосино ;1141
район Новокосино ;1142;2012;1600;515;23;1062;23;514;14;523;1;1;2;0;0;0;0;0;район Новокосино ;1142
район Новокосино ;1143;2044;1700;590;23;1087;23;590;10;603;1;1;1;0;0;0;0;0;район Новокосино ;1143
район Новокосино ;1144;1308;1000;373;12;615;12;373;3;382;1;1;1;0;3;0;0;0;район Новокосино ;1144
район Новокосино ;1145;2059;1700;604;34;1062;34;604;9;629;1;1;1;0;4;0;0;0;район Новокосино ;1145
район Новокосино ;1146;2190;1800;672;9;1119;9;672;9;672;1;1;0;0;1;0;0;0;район Новокосино ;1146
район Новокосино ;1147;2439;2000;663;24;1313;24;663;6;681;1;1;0;0;2;0;0;0;район Новокосино ;1147
район Новокосино ;1148;2275;1900;680;15;1205;15;680;8;687;1;1;2;0;0;0;0;0;район Новокосино ;1148
район Новокосино ;1149;2339;1900;755;36;1109;36;755;10;781;1;1;1;0;0;0;0;0;район Новокосино ;1149
район Новогиреево ;1094;2514;2000;751;59;1190;58;749;17;790;0;0;0;0;0;0;0;0;район Новогиреево ;1094
район Новогиреево ;1095;1763;1500;543;41;916;41;543;11;573;0;0;0;0;0;0;0;0;район Новогиреево ;1095
район Новогиреево ;1096;1541;1300;456;14;830;14;456;8;462;0;0;1;0;0;0;0;0;район Новогиреево ;1096
район Новогиреево ;1097;1878;1500;613;19;868;19;611;21;609;0;0;0;0;0;0;0;0;район Новогиреево ;1097
район Новогиреево ;1098;2184;1800;688;26;1086;26;687;7;706;0;0;0;0;1;0;0;0;район Новогиреево ;1098
район Новогиреево ;1099;2154;1800;728;16;1056;16;728;17;727;0;0;2;0;1;0;0;0;район Новогиреево ;1099
район Новогиреево ;1100;2138;1800;672;31;1097;31;672;26;677;0;0;0;0;1;0;0;0;район Новогиреево ;1100
район Новогиреево ;1101;1197;900;405;12;483;12;405;4;413;0;0;0;0;0;0;0;0;район Новогиреево ;1101
район Новогиреево ;1102;2391;1900;802;28;1072;28;802;12;818;0;0;2;0;2;0;0;2;район Новогиреево ;1102
район Новогиреево ;1103;2103;1800;646;22;1132;22;646;14;654;0;0;0;0;1;0;0;0;район Новогиреево ;1103
район Новогиреево ;1104;2355;1900;633;28;1239;28;632;16;644;0;0;1;0;0;0;0;0;район Новогиреево ;1104
район Новогиреево ;1105;1708;1400;492;15;893;15;492;7;500;0;0;1;0;0;0;0;0;район Новогиреево ;1105
район Новогиреево ;1106;2490;2000;713;39;1248;39;712;55;696;0;0;0;0;1;0;0;0;район Новогиреево ;1106
район Новогиреево ;1107;1810;1400;549;35;816;35;549;10;574;0;0;0;0;2;0;0;0;район Новогиреево ;1107
район Новогиреево ;1108;2449;2000;805;32;1163;32;805;17;820;0;0;2;0;1;0;0;0;район Новогиреево ;1108
район Новогиреево ;1109;1921;1500;615;40;845;40;615;4;651;0;0;3;0;0;0;0;0;район Новогиреево ;1109
район Новогиреево ;1110;1274;900;386;28;486;28;386;7;407;0;0;1;0;0;0;0;0;район Новогиреево ;1110
район Новогиреево ;1111;2489;2000;787;49;1164;49;787;15;821;0;0;1;0;0;0;0;0;район Новогиреево ;1111
район Новогиреево ;1112;2438;2000;749;37;1214;37;749;15;771;0;0;0;0;0;0;0;0;район Новогиреево ;1112
район Новогиреево ;1113;1097;700;346;22;332;22;346;2;366;0;0;0;0;0;0;0;0;район Новогиреево ;1113
район Новогиреево ;1114;1583;1300;464;33;803;33;463;13;483;0;0;0;0;1;0;0;0;район Новогиреево ;1114
район Новогиреево ;1115;2659;2000;881;23;1096;23;879;13;889;0;0;0;0;1;0;0;0;район Новогиреево ;1115
район Новогиреево ;1116;2547;2000;703;28;1269;28;703;13;718;0;0;1;0;0;0;0;0;район Новогиреево ;1116
район Новогиреево ;1117;1954;1500;627;37;836;37;626;15;648;0;0;0;0;0;0;0;0;район Новогиреево ;1117
район Новогиреево ;1118;2446;2000;775;44;1181;44;772;10;806;0;0;0;0;2;0;0;0;район Новогиреево ;1118
район Новогиреево ;1119;1609;1300;544;47;709;47;544;12;579;0;0;0;0;0;0;0;0;район Новогиреево ;1119
район Новогиреево ;1120;2313;2000;774;41;1185;41;774;23;792;0;0;0;0;0;0;0;0;район Новогиреево ;1120
район Новогиреево ;3679;263;500;261;0;239;0;261;6;255;0;0;1;0;0;0;0;0;район Новогиреево ;3679
район Перово;1150;2316;2100;602;37;1461;37;601;8;630;0;0;1;0;0;0;0;0;район Перово;1150
район Перово;1151;2308;2100;594;25;1481;25;594;12;607;0;0;3;0;0;0;0;0;район Перово;1151
район Перово;1152;2201;2100;559;39;1502;39;558;14;583;0;0;3;0;1;0;0;0;район Перово;1152
район Перово;1153;2115;2000;514;36;1450;36;513;11;538;0;0;2;0;1;0;0;0;район Перово;1153
район Перово;1154;2073;2000;580;40;1380;40;578;13;605;0;0;0;0;0;0;0;0;район Перово;1154
район Перово;1155;2299;2000;568;27;1405;27;567;11;583;0;0;0;0;1;0;0;0;район Перово;1155
район Перово;1156;2432;2100;655;49;1396;49;654;19;684;0;0;2;0;0;0;0;0;район Перово;1156
район Перово;1157;2266;2100;654;30;1416;30;654;15;669;0;0;0;0;0;0;0;0;район Перово;1157
район Перово;1158;2409;2100;742;17;1341;17;742;7;752;0;0;0;0;4;0;0;0;район Перово;1158
район Перово;1159;2293;2100;673;41;1386;41;672;10;703;0;0;0;0;0;0;0;0;район Перово;1159
район Перово;1160;2293;2100;798;25;1277;25;797;12;810;0;0;0;0;0;0;0;0;район Перово;1160
район Перово;1161;2377;2100;612;42;1446;42;609;6;645;0;0;0;0;4;0;0;0;район Перово;1161
район Перово;1162;2034;2000;569;35;1396;35;569;7;597;0;0;0;0;0;0;0;0;район Перово;1162
район Перово;1163;2032;2000;611;33;1356;33;611;12;632;0;0;0;0;0;0;0;0;район Перово;1163
район Перово;1164;2222;2100;605;26;1469;26;601;4;623;0;0;0;0;1;0;0;0;район Перово;1164
район Перово;1165;192;190;42;3;145;3;42;1;44;0;0;0;0;0;0;0;0;район Перово;1165
район Перово;1166;2009;2000;567;23;1410;23;566;9;580;0;0;2;0;0;0;0;0;район Перово;1166
район Перово;1167;2013;2000;597;18;1385;18;597;11;604;0;0;0;0;2;0;0;0;район Перово;1167
район Перово;1168;2045;2000;592;26;1382;26;592;14;604;0;0;0;0;1;0;0;0;район Перово;1168
район Перово;1169;1372;1350;407;24;919;24;407;3;428;0;0;1;0;1;0;0;0;район Перово;1169
район Перово;1170;2153;2100;593;18;1489;18;592;10;600;0;0;0;0;1;0;0;0;район Перово;1170
район Перово;1171;2014;2000;720;27;1253;27;720;9;738;0;0;0;0;1;0;0;0;район Перово;1171
район Перово;1172;2374;2100;749;38;1313;38;748;17;769;0;0;0;0;0;0;0;0;район Перово;1172
район Перово;1173;2069;2000;621;40;1339;40;621;10;651;0;0;0;0;3;0;0;0;район Перово;1173
район Перово;1174;2213;2100;638;31;1431;31;638;9;660;0;0;0;0;0;0;0;0;район Перово;1174
район Перово;1175;2210;2100;617;39;1444;39;617;8;648;0;0;0;0;1;0;0;0;район Перово;1175
район Перово;1176;2058;2000;624;32;1344;32;624;15;641;0;0;1;0;0;0;0;0;район Перово;1176
район Перово;1177;2062;2000;625;46;1329;46;624;6;664;0;0;1;0;0;0;0;0;район Перово;1177
район Перово;1178;2175;2100;687;22;1391;22;687;8;701;0;0;0;0;1;0;0;0;район Перово;1178
район Перово;1179;2184;2100;665;51;1384;51;664;13;702;0;0;0;0;0;0;0;0;район Перово;1179
район Перово;1180;2471;2100;745;42;1313;42;745;12;775;0;0;1;0;2;0;0;0;район Перово;1180
район Перово;1181;2406;2100;754;84;1262;84;753;25;812;0;0;0;0;0;0;0;0;район Перово;1181
район Перово;1182;2386;2100;727;40;1333;40;727;13;754;0;0;0;0;0;0;0;0;район Перово;1182
район Перово;1183;2474;2100;772;26;1302;26;771;12;785;0;0;1;0;0;0;0;0;район Перово;1183
район Перово;1184;2488;2100;737;38;1325;38;734;15;757;0;0;1;0;2;0;0;0;район Перово;1184
